episode,return,steps,died,collected,epsilon
0,1.0,300,0,1,1.0
1,2.0,300,0,3,0.999525
2,0.0,300,0,0,0.99905
3,1.0,300,0,2,0.998575
4,0.0,300,0,0,0.9981
5,1.0,300,0,1,0.997625
6,1.0,300,0,2,0.99715
7,1.0,300,0,2,0.996675
8,1.0,300,0,1,0.9962
9,1.0,300,0,2,0.995725
10,1.0,300,0,1,0.99525
11,1.0,300,0,2,0.994775
12,1.0,300,0,1,0.9943
13,1.0,300,0,1,0.993825
14,2.0,300,0,2,0.99335
15,0.0,300,0,0,0.992875
16,1.0,300,0,1,0.9924
17,1.0,300,0,1,0.991925
18,1.0,300,0,1,0.99145
19,1.0,300,0,1,0.990975
20,0.0,300,0,0,0.9905
21,1.0,300,0,2,0.990025
22,1.0,300,0,1,0.98955
23,2.0,300,0,2,0.989075
24,1.0,300,0,1,0.9886
25,1.0,300,0,1,0.988125
26,1.0,300,0,1,0.98765
27,1.0,300,0,1,0.987175
28,1.0,300,0,1,0.9867
29,1.0,300,0,1,0.986225
30,1.0,300,0,2,0.98575
31,1.0,300,0,1,0.985275
32,1.0,300,0,1,0.9848
33,1.0,300,0,1,0.984325
34,1.0,300,0,1,0.98385
35,0.0,300,0,0,0.983375
36,0.0,300,0,0,0.9829
37,3.0,300,0,3,0.982425
38,1.0,300,0,1,0.98195
39,1.0,300,0,1,0.981475
40,0.0,300,0,0,0.981
41,0.0,300,0,0,0.980525
42,1.0,300,0,1,0.98005
43,3.0,300,0,3,0.979575
44,1.0,300,0,1,0.9791
45,1.0,300,0,1,0.978625
46,0.0,300,0,0,0.97815
47,1.0,300,0,1,0.977675
48,1.0,300,0,1,0.9772
49,1.0,300,0,1,0.976725
50,2.0,300,0,2,0.97625
51,0.0,300,0,0,0.9757750000000001
52,3.0,300,0,3,0.9753000000000001
53,1.0,300,0,1,0.974825
54,0.0,300,0,0,0.97435
55,1.0,300,0,1,0.973875
56,1.0,300,0,1,0.9734
57,1.0,300,0,1,0.972925
58,1.0,300,0,1,0.97245
59,1.0,300,0,1,0.971975
60,1.0,300,0,1,0.9715
61,1.0,300,0,1,0.971025
62,1.0,300,0,1,0.97055
63,1.0,300,0,1,0.970075
64,1.0,300,0,1,0.9696
65,1.0,300,0,1,0.969125
66,1.0,300,0,1,0.96865
67,1.0,300,0,1,0.968175
68,1.0,300,0,1,0.9677
69,2.0,300,0,3,0.967225
70,1.0,300,0,1,0.96675
71,1.0,300,0,1,0.966275
72,0.0,300,0,0,0.9658
73,1.0,300,0,1,0.965325
74,1.0,300,0,1,0.96485
75,1.0,300,0,1,0.964375
76,1.0,300,0,1,0.9639
77,1.0,300,0,1,0.963425
78,1.0,300,0,1,0.96295
79,1.0,300,0,1,0.962475
80,1.0,300,0,1,0.962
81,1.0,300,0,1,0.961525
82,1.0,300,0,1,0.96105
83,1.0,300,0,1,0.960575
84,1.0,300,0,1,0.9601
85,0.0,300,0,0,0.959625
86,2.0,300,0,2,0.95915
87,1.0,300,0,2,0.958675
88,1.0,300,0,1,0.9582
89,0.0,300,0,0,0.957725
90,1.0,300,0,1,0.95725
91,2.0,300,0,2,0.956775
92,1.0,300,0,1,0.9563
93,1.0,300,0,1,0.955825
94,1.0,300,0,1,0.95535
95,1.0,300,0,2,0.954875
96,1.0,300,0,1,0.9544
97,1.0,300,0,1,0.953925
98,3.0,300,0,3,0.95345
99,1.0,300,0,1,0.952975
100,1.0,300,0,1,0.9525
101,1.0,300,0,1,0.952025
102,1.0,300,0,1,0.95155
103,1.0,300,0,1,0.951075
104,3.0,300,0,3,0.9506
105,1.0,300,0,1,0.950125
106,1.0,300,0,1,0.94965
107,0.0,300,0,0,0.949175
108,1.0,300,0,1,0.9487
109,1.0,300,0,1,0.948225
110,1.0,300,0,1,0.94775
111,1.0,300,0,2,0.947275
112,1.0,300,0,1,0.9468
113,1.0,300,0,1,0.946325
114,1.0,300,0,1,0.94585
115,1.0,300,0,1,0.945375
116,1.0,300,0,1,0.9449
117,1.0,300,0,1,0.944425
118,2.0,300,0,2,0.94395
119,1.0,300,0,1,0.9434750000000001
120,1.0,300,0,1,0.9430000000000001
121,1.0,300,0,1,0.9425250000000001
122,1.0,300,0,1,0.94205
123,1.0,300,0,1,0.941575
124,1.0,300,0,1,0.9411
125,1.0,300,0,1,0.940625
126,1.0,300,0,1,0.94015
127,1.0,300,0,1,0.939675
128,1.0,300,0,1,0.9392
129,1.0,300,0,1,0.938725
130,1.0,300,0,1,0.93825
131,1.0,300,0,1,0.937775
132,1.0,300,0,1,0.9373
133,1.0,300,0,1,0.936825
134,1.0,300,0,1,0.93635
135,1.0,300,0,2,0.935875
136,1.0,300,0,1,0.9354
137,1.0,300,0,1,0.934925
138,1.0,300,0,2,0.93445
139,1.0,300,0,1,0.933975
140,1.0,300,0,1,0.9335
141,1.0,300,0,1,0.933025
142,1.0,300,0,1,0.93255
143,1.0,300,0,1,0.932075
144,1.0,300,0,1,0.9316
145,2.0,300,0,3,0.931125
146,1.0,300,0,1,0.93065
147,1.0,300,0,1,0.930175
148,2.0,300,0,3,0.9297
149,1.0,300,0,1,0.929225
150,1.0,300,0,1,0.92875
151,0.0,300,0,0,0.928275
152,1.0,300,0,1,0.9278
153,1.0,300,0,1,0.927325
154,1.0,300,0,2,0.92685
155,1.0,300,0,1,0.926375
156,1.0,300,0,1,0.9259
157,1.0,300,0,1,0.9254249999999999
158,1.0,300,0,1,0.92495
159,1.0,300,0,1,0.924475
160,1.0,300,0,1,0.924
161,1.0,300,0,1,0.923525
162,1.0,300,0,1,0.92305
163,2.0,300,0,3,0.922575
164,1.0,300,0,2,0.9221
165,2.0,300,0,3,0.921625
166,1.0,300,0,1,0.92115
167,1.0,300,0,1,0.920675
168,1.0,300,0,1,0.9202
169,1.0,300,0,1,0.919725
170,1.0,300,0,1,0.91925
171,1.0,300,0,1,0.918775
172,1.0,300,0,1,0.9183
173,1.0,300,0,2,0.917825
174,1.0,300,0,1,0.91735
175,0.0,300,0,0,0.916875
176,1.0,300,0,1,0.9164
177,1.0,300,0,1,0.915925
178,1.0,300,0,1,0.91545
179,1.0,300,0,1,0.914975
180,2.0,300,0,3,0.9145
181,4.0,296,0,4,0.914025
182,2.0,300,0,3,0.91355
183,1.0,300,0,1,0.913075
184,1.0,300,0,1,0.9126
185,1.0,300,0,1,0.912125
186,1.0,300,0,1,0.91165
187,1.0,300,0,1,0.911175
188,1.0,300,0,1,0.9107000000000001
189,2.0,300,0,3,0.9102250000000001
190,1.0,300,0,1,0.9097500000000001
191,1.0,300,0,1,0.909275
192,1.0,300,0,1,0.9088
193,1.0,300,0,1,0.908325
194,1.0,300,0,1,0.90785
195,1.0,300,0,2,0.907375
196,1.0,300,0,1,0.9069
197,1.0,300,0,1,0.906425
198,2.0,300,0,2,0.90595
199,2.0,300,0,3,0.905475
200,1.0,300,0,1,0.905
201,1.0,300,0,1,0.904525
202,1.0,300,0,1,0.90405
203,1.0,300,0,1,0.903575
204,1.0,300,0,1,0.9031
205,2.0,300,0,3,0.902625
206,4.0,271,0,4,0.90215
207,1.0,300,0,1,0.901675
208,1.0,300,0,1,0.9012
209,1.0,300,0,1,0.900725
210,1.0,300,0,1,0.90025
211,2.0,300,0,3,0.899775
212,1.0,300,0,1,0.8993
213,2.0,300,0,3,0.898825
214,2.0,300,0,3,0.89835
215,3.0,300,0,3,0.897875
216,1.0,300,0,1,0.8974
217,1.0,300,0,1,0.896925
218,3.0,300,0,3,0.89645
219,2.0,300,0,2,0.895975
220,2.0,300,0,3,0.8955
221,1.0,300,0,1,0.895025
222,1.0,300,0,1,0.89455
223,1.0,300,0,1,0.894075
224,1.0,300,0,1,0.8936
225,2.0,300,0,2,0.893125
226,1.0,300,0,1,0.8926499999999999
227,2.0,300,0,3,0.8921749999999999
228,2.0,300,0,3,0.8917
229,1.0,300,0,1,0.891225
230,2.0,300,0,2,0.89075
231,1.0,300,0,1,0.890275
232,2.0,300,0,3,0.8898
233,2.0,300,0,3,0.889325
234,2.0,300,0,2,0.88885
235,1.0,300,0,1,0.888375
236,2.0,300,0,3,0.8879
237,1.0,300,0,1,0.887425
238,1.0,300,0,1,0.88695
239,1.0,300,0,1,0.886475
240,2.0,300,0,2,0.886
241,1.0,300,0,1,0.885525
242,1.0,300,0,1,0.88505
243,2.0,300,0,2,0.884575
244,1.0,300,0,1,0.8841
245,4.0,258,0,4,0.883625
246,1.0,300,0,1,0.88315
247,2.0,300,0,2,0.882675
248,2.0,300,0,3,0.8822
249,2.0,300,0,2,0.881725
250,2.0,300,0,2,0.88125
251,2.0,300,0,2,0.880775
252,2.0,300,0,3,0.8803
253,2.0,300,0,3,0.879825
254,4.0,261,0,4,0.87935
255,2.0,300,0,3,0.878875
256,2.0,300,0,2,0.8784
257,2.0,300,0,2,0.877925
258,2.0,300,0,2,0.8774500000000001
259,2.0,300,0,3,0.8769750000000001
260,2.0,300,0,3,0.8765000000000001
261,4.0,156,0,4,0.876025
262,2.0,300,0,2,0.87555
263,4.0,213,0,4,0.875075
264,4.0,226,0,4,0.8746
265,2.0,300,0,3,0.874125
266,4.0,278,0,4,0.87365
267,2.0,300,0,3,0.873175
268,4.0,274,0,4,0.8727
269,4.0,270,0,4,0.872225
270,2.0,300,0,3,0.87175
271,1.0,300,0,1,0.871275
272,2.0,300,0,3,0.8708
273,2.0,300,0,3,0.870325
274,4.0,140,0,4,0.86985
275,4.0,210,0,4,0.869375
276,4.0,225,0,4,0.8689
277,2.0,300,0,3,0.868425
278,2.0,300,0,3,0.86795
279,1.0,300,0,2,0.867475
280,2.0,300,0,3,0.867
281,2.0,300,0,3,0.866525
282,2.0,300,0,2,0.86605
283,1.0,300,0,1,0.865575
284,0.0,300,0,1,0.8651
285,4.0,266,0,4,0.864625
286,4.0,218,0,4,0.86415
287,1.0,300,0,1,0.863675
288,1.0,300,0,1,0.8632
289,4.0,286,0,4,0.862725
290,4.0,164,0,4,0.86225
291,4.0,245,0,4,0.861775
292,1.0,300,0,2,0.8613
293,4.0,247,0,4,0.860825
294,1.0,300,0,1,0.86035
295,2.0,300,0,2,0.859875
296,4.0,265,0,4,0.8594
297,2.0,300,0,2,0.858925
298,2.0,300,0,3,0.85845
299,4.0,228,0,4,0.857975
300,1.0,300,0,1,0.8575
301,4.0,253,0,4,0.857025
302,4.0,262,0,4,0.85655
303,4.0,281,0,4,0.856075
304,4.0,200,0,4,0.8556
305,1.0,300,0,1,0.855125
306,1.0,300,0,1,0.85465
307,4.0,245,0,4,0.854175
308,4.0,218,0,4,0.8537
309,2.0,300,0,3,0.853225
310,4.0,193,0,4,0.85275
311,4.0,159,0,4,0.852275
312,1.0,300,0,1,0.8518
313,4.0,206,0,4,0.851325
314,2.0,300,0,3,0.85085
315,4.0,204,0,4,0.850375
316,4.0,253,0,4,0.8499
317,4.0,168,0,4,0.849425
318,1.0,300,0,1,0.84895
319,2.0,300,0,3,0.848475
320,4.0,178,0,4,0.848
321,4.0,279,0,4,0.847525
322,4.0,205,0,4,0.84705
323,1.0,300,0,1,0.846575
324,4.0,258,0,4,0.8461
325,4.0,274,0,4,0.8456250000000001
326,1.0,300,0,1,0.8451500000000001
327,2.0,300,0,3,0.8446750000000001
328,4.0,199,0,4,0.8442000000000001
329,4.0,179,0,4,0.8437250000000001
330,1.0,300,0,1,0.84325
331,1.0,300,0,1,0.842775
332,4.0,224,0,4,0.8423
333,2.0,300,0,3,0.841825
334,4.0,243,0,4,0.84135
335,4.0,179,0,4,0.840875
336,4.0,122,0,4,0.8404
337,4.0,297,0,4,0.839925
338,4.0,147,0,4,0.83945
339,3.0,300,0,3,0.838975
340,4.0,298,0,4,0.8385
341,2.0,300,0,3,0.838025
342,4.0,250,0,4,0.83755
343,4.0,205,0,4,0.837075
344,2.0,300,0,2,0.8366
345,4.0,153,0,4,0.836125
346,2.0,300,0,3,0.83565
347,2.0,300,0,2,0.835175
348,4.0,105,0,4,0.8347
349,3.0,300,0,3,0.834225
350,4.0,236,0,4,0.83375
351,1.0,300,0,1,0.833275
352,4.0,245,0,4,0.8328
353,2.0,300,0,3,0.832325
354,1.0,300,0,1,0.83185
355,1.0,300,0,1,0.831375
356,4.0,260,0,4,0.8309
357,4.0,198,0,4,0.830425
358,4.0,209,0,4,0.82995
359,2.0,300,0,3,0.829475
360,2.0,300,0,3,0.829
361,4.0,236,0,4,0.828525
362,4.0,266,0,4,0.82805
363,4.0,226,0,4,0.827575
364,4.0,152,0,4,0.8271
365,4.0,289,0,4,0.8266249999999999
366,2.0,300,0,3,0.82615
367,2.0,300,0,3,0.825675
368,4.0,264,0,4,0.8252
369,2.0,300,0,3,0.824725
370,4.0,168,0,4,0.82425
371,4.0,276,0,4,0.823775
372,4.0,114,0,4,0.8233
373,4.0,138,0,4,0.822825
374,2.0,300,0,3,0.82235
375,4.0,231,0,4,0.821875
376,4.0,241,0,4,0.8214
377,1.0,300,0,1,0.820925
378,4.0,237,0,4,0.82045
379,4.0,184,0,4,0.819975
380,4.0,203,0,4,0.8195
381,4.0,212,0,4,0.819025
382,4.0,300,0,4,0.81855
383,4.0,228,0,4,0.818075
384,4.0,259,0,4,0.8176
385,4.0,134,0,4,0.817125
386,4.0,113,0,4,0.81665
387,4.0,151,0,4,0.816175
388,4.0,214,0,4,0.8157
389,4.0,275,0,4,0.815225
390,2.0,300,0,3,0.81475
391,2.0,300,0,3,0.814275
392,1.0,300,0,1,0.8138
393,2.0,300,0,3,0.813325
394,4.0,232,0,4,0.81285
395,4.0,162,0,4,0.8123750000000001
396,4.0,197,0,4,0.8119000000000001
397,1.0,300,0,1,0.8114250000000001
398,4.0,247,0,4,0.8109500000000001
399,1.0,300,0,1,0.8104750000000001
400,4.0,225,0,4,0.81
401,4.0,265,0,4,0.809525
402,4.0,201,0,4,0.80905
403,4.0,228,0,4,0.808575
404,4.0,212,0,4,0.8081
405,4.0,196,0,4,0.807625
406,4.0,280,0,4,0.80715
407,4.0,171,0,4,0.806675
408,4.0,217,0,4,0.8062
409,4.0,185,0,4,0.805725
410,4.0,245,0,4,0.80525
411,4.0,197,0,4,0.804775
412,4.0,159,0,4,0.8043
413,4.0,237,0,4,0.803825
414,4.0,158,0,4,0.80335
415,4.0,217,0,4,0.802875
416,4.0,249,0,4,0.8024
417,4.0,169,0,4,0.801925
418,4.0,232,0,4,0.80145
419,4.0,149,0,4,0.800975
420,2.0,300,0,3,0.8005
421,4.0,154,0,4,0.800025
422,4.0,259,0,4,0.79955
423,4.0,211,0,4,0.799075
424,4.0,166,0,4,0.7986
425,4.0,219,0,4,0.798125
426,2.0,300,0,2,0.79765
427,4.0,235,0,4,0.797175
428,4.0,174,0,4,0.7967
429,4.0,287,0,4,0.796225
430,4.0,219,0,4,0.79575
431,4.0,270,0,4,0.795275
432,4.0,163,0,4,0.7948
433,4.0,201,0,4,0.794325
434,4.0,165,0,4,0.79385
435,2.0,300,0,3,0.7933749999999999
436,4.0,136,0,4,0.7929
437,4.0,248,0,4,0.792425
438,4.0,196,0,4,0.79195
439,4.0,198,0,4,0.791475
440,4.0,142,0,4,0.791
441,4.0,243,0,4,0.790525
442,4.0,146,0,4,0.79005
443,4.0,195,0,4,0.789575
444,4.0,138,0,4,0.7891
445,4.0,236,0,4,0.788625
446,4.0,131,0,4,0.78815
447,2.0,300,0,3,0.787675
448,4.0,232,0,4,0.7872
449,4.0,231,0,4,0.786725
450,4.0,158,0,4,0.78625
451,4.0,281,0,4,0.785775
452,4.0,262,0,4,0.7853
453,4.0,227,0,4,0.784825
454,4.0,94,0,4,0.78435
455,4.0,251,0,4,0.783875
456,4.0,174,0,4,0.7834
457,4.0,266,0,4,0.782925
458,4.0,290,0,4,0.78245
459,4.0,153,0,4,0.781975
460,4.0,196,0,4,0.7815
461,4.0,197,0,4,0.781025
462,4.0,264,0,4,0.78055
463,4.0,104,0,4,0.780075
464,4.0,200,0,4,0.7796
465,4.0,247,0,4,0.7791250000000001
466,3.0,300,0,3,0.7786500000000001
467,4.0,186,0,4,0.7781750000000001
468,4.0,159,0,4,0.7777000000000001
469,4.0,115,0,4,0.777225
470,4.0,112,0,4,0.77675
471,2.0,300,0,3,0.776275
472,4.0,176,0,4,0.7758
473,4.0,136,0,4,0.775325
474,4.0,144,0,4,0.77485
475,4.0,255,0,4,0.774375
476,4.0,201,0,4,0.7739
477,4.0,207,0,4,0.773425
478,4.0,123,0,4,0.77295
479,4.0,205,0,4,0.772475
480,4.0,154,0,4,0.772
481,4.0,234,0,4,0.771525
482,4.0,138,0,4,0.77105
483,4.0,177,0,4,0.770575
484,4.0,170,0,4,0.7701
485,4.0,162,0,4,0.769625
